"direccion","lat","lon"
"CHARCAS 4389, CABA, Argentina",-34.5830844897959,-58.423777344898
"LAUTARO 845, CABA, Argentina",-34.6364114166667,-58.45348175
"SAN BLAS 2893, CABA, Argentina",-34.6112337142857,-58.4813023673469
"ALVAREZ JONTE AV. 3295, CABA, Argentina",-34.6090356,-58.4831897
"CUCHA CUCHA 2542, CABA, Argentina",-34.6004417122449,-58.4642384428571
"RIO DE JANEIRO 71, CABA, Argentina",-34.6144719285714,-58.4299726857143
"URIARTE 1634, CABA, Argentina",-34.5871431632653,-58.4317758591837
"MELINCUE 2480, CABA, Argentina",-34.5979220265306,-58.4855536857143
"ANDONAEGUI 3439, CABA, Argentina",-34.566958875,-58.4972381666667
"NUÑEZ 5644, CABA, Argentina",-34.5453484,-58.4621491
"TRIUNVIRATO AV. 5822, CABA, Argentina",-34.5858063,-58.4545343
"NUÑEZ 5306, CABA, Argentina",-34.5453484,-58.4621491
"CALLAO AV. 1134, CABA, Argentina",-34.604451,-58.3927552
"RAWSON 26, CABA, Argentina",-34.6128835387755,-58.4251726183673
"RIVADAVIA AV. 4240, CABA, Argentina",-34.6204106,-58.4412692
"URIARTE 1839, CABA, Argentina",-34.5858374367347,-58.4295184469388
"AVENIDA MONTES DE OCA 436, CABA, Argentina",-34.6389104,-58.37474
"BOGOTA 2450, CABA, Argentina",-34.6223339,-58.4555554
"PAVON AV. 4251, CABA, Argentina",-34.630712,-58.4204443
"BUCARELLI 1962, CABA, Argentina",-34.5799991571429,-58.484549722449
"AVENIDA DE MAYO 1297, CABA, Argentina",-34.6091501979592,-58.3847403061224
"MONROE 2940, CABA, Argentina",-34.5613686545455,-58.4649402010101
"MONROE 2908, CABA, Argentina",-34.5612185454545,-58.4646878212121
"LAS HERAS GENERAL AV. 2055, CABA, Argentina",-34.5875522,-58.3972196
"MALABIA 751, CABA, Argentina",-34.5965543306122,-58.4358113591837
"MALABIA 252, CABA, Argentina",-34.6001749978261,-58.4413224130435
"PADILLA 545, CABA, Argentina",-34.6009340836735,-58.4413471428571
"Manzana 13, CABA, Argentina",-34.6555356,-58.3958567494996
"ESPINOSA 2255, CABA, Argentina",-34.6017917755102,-58.4632479183674
"24 DE NOVIEMBRE 2279, CABA, Argentina",-34.6374433857143,-58.4091544816327
"LARREA 1249, CABA, Argentina",-34.5930432,-58.4003108
"BILLINGHURST 1087, CABA, Argentina",-34.5970285020408,-58.414216622449
"WARNES AV. 1057, CABA, Argentina",-34.604589,-58.4373456
"RIVADAVIA AV. 3846, CABA, Argentina",-34.6204106,-58.4412692
"RIVADAVIA AV. 4593, CABA, Argentina",-34.6204106,-58.4412692
"URIARTE 1626, CABA, Argentina",-34.587187522449,-58.4318445693878
"CURAPALIGUE AV. 1025, CABA, Argentina",-34.63974725,-58.4446923529756
"TRIUNVIRATO AV. 3194, CABA, Argentina",-34.5787596,-58.4795473
"VIAMONTE 2126, CABA, Argentina",-34.6011064530612,-58.3974717142857
"TUCUMAN 2050, CABA, Argentina",-34.6022667040816,-58.3962406612245
"CONGRESO AV. 2752, CABA, Argentina",-34.6092859,-58.3925577
"CURAPALIGUE AV. 1293, CABA, Argentina",-34.63974725,-58.4446923529756
"BOEDO AV. 725, CABA, Argentina",-34.6214728959184,-58.4166509979592
"CONDE 817, CABA, Argentina",-34.5771870612245,-58.450716
"HELGUERA 542, CABA, Argentina",-34.6255002530612,-58.4751908612245
"MORON 3142, CABA, Argentina",-34.6251509795918,-58.4757943673469
"CORRIENTES AV. 959, CABA, Argentina",-34.6041224,-58.4053431
"SARMIENTO 932, CABA, Argentina",-34.6049240043478,-58.3800286565217
"PAVON 2711, CABA, Argentina",-34.6275433061224,-58.4028753265306
"LARRAZABAL AV. 775, CABA, Argentina",-34.6467549489796,-58.5080339387755
"FRENCH 2981, CABA, Argentina",-34.5873334034483,-58.4051154793103
"RIVADAVIA 1291, CABA, Argentina",-34.6086181454545,-58.3847155
"SANTA MARIA DEL BUEN AIRE 1001, CABA, Argentina",-34.6550295,-58.3813287187043
"ALVARADO 2851, CABA, Argentina",-34.648072,-58.387015
"SAN LORENZO 320, CABA, Argentina",-34.6166187,-58.3702579
"PASO 249, CABA, Argentina",-34.6069747020408,-58.4034314285714
"RIVADAVIA AV. 2734, CABA, Argentina",-34.6204106,-58.4412692
"SERRANO 625, CABA, Argentina",-34.5953222632653,-58.440659244898
"SUIPACHA 425, CABA, Argentina",-34.6032167612245,-58.379437555102
"LAVALLE 986, CABA, Argentina",-34.6025566748098,-58.3807203762117
"MAIPU 558, CABA, Argentina",-34.6016673285714,-58.3767823
"AZCUENAGA 1001, CABA, Argentina",-34.5967025,-58.4001747
"MEDRANO AV. 775, CABA, Argentina",-34.6010647122449,-58.4205503061224
"AVELLANEDA AV. 1243, CABA, Argentina",-34.6184382142857,-58.4495690428571
"GAONA AV. 1390, CABA, Argentina",-34.608844077551,-58.4486349714286
"BACACAY 5598, CABA, Argentina",-34.6358662118639,-58.5051941566869
"RIVADAVIA AV. 2369, CABA, Argentina",-34.6204106,-58.4412692
"TUCUMAN 2577, CABA, Argentina",-34.6019323040816,-58.4032098836735
"LARREA 329, CABA, Argentina",-34.6058149,-58.4019926
"AVENIDA DEL LIBERTADOR 6761, CABA, Argentina",-34.5936297,-58.3739013
"BACACAY 4715, CABA, Argentina",-34.6341430428571,-58.4929492
"RIVADAVIA AV. 8390, CABA, Argentina",-34.6204106,-58.4412692
"CORRIENTES AV. 4123, CABA, Argentina",-34.6041224,-58.4053431
"CALLAO AV. 1662, CABA, Argentina",-34.604451,-58.3927552
"PICHINCHA 945, CABA, Argentina",-34.6202194693878,-58.3988136734694
"PASCO 1041, CABA, Argentina",-34.6211596346939,-58.3970580918367
"LA RIOJA 2036, CABA, Argentina",-34.6352015714286,-58.405705877551
"DEAN FUNES 2166, CABA, Argentina",-34.6362872081633,-58.4037882877551
"AVENIDA DE MAYO 770, CABA, Argentina",-34.608912,-58.3770663
"BOULOGNE SUR MER 241, CABA, Argentina",-34.6073223816327,-58.4074499530612
"REGIMIENTO DE PATRICIOS AV. 309, CABA, Argentina",-34.577648,-58.4271891
"LA RIOJA 431, CABA, Argentina",-34.615600444898,-58.4083719816327
"REGIMIENTO DE PATRICIOS AV. 342, CABA, Argentina",-34.577648,-58.4271891
"GURRUCHAGA 2462, CABA, Argentina",-34.5827405489796,-58.420611544898
"AÑASCO 2481, CABA, Argentina",-34.5987685693878,-58.4610646897959
"GAVILAN 1738, CABA, Argentina",-34.6105875102041,-58.470146
"GAVILAN 1924, CABA, Argentina",-34.608700122449,-58.4716067142857
"MORENO 3056, CABA, Argentina",-34.6140377959184,-58.4092525244898
"CHARCAS 4278, CABA, Argentina",-34.5840342612245,-58.4228097530612
"ZUVIRIA 3046, CABA, Argentina",-34.6460709,-58.4601078083333
"AYACUCHO 1188, CABA, Argentina",-34.5947401,-58.3960366
"BAUNESS 2393, CABA, Argentina",-34.5749172326531,-58.4871421102041
"JUNCAL 1760, CABA, Argentina",-34.5939902793103,-58.3924267931034
"LOPE DE VEGA AV. 2503, CABA, Argentina",-34.6169112,-58.5210404504216
"GASCON 689, CABA, Argentina",-34.603178444898,-58.4240512
"GUEMES 3590, CABA, Argentina",-34.5889208918367,-58.4134726938776
"GUISE 1946, CABA, Argentina",-34.5903857933333,-58.41267086
"ARENALES 3169, CABA, Argentina",-34.5889303612245,-58.408543544898
"PRINGLES 782, CABA, Argentina",-34.6029526918367,-58.4272306836735
"AVELLANEDA AV. 3348, CABA, Argentina",-34.6279458408163,-58.4770395367347
"MENDOZA 2249, CABA, Argentina",-34.5601219645161,-58.4560461258065
"RIVADAVIA AV. 9702, CABA, Argentina",-34.6204106,-58.4412692
"CUBA 2309, CABA, Argentina",-34.53814025,-58.4498263349812
"AZARA 458, CABA, Argentina",-34.6363562857143,-58.3716625714286
"PINZON 1287, CABA, Argentina",-34.6365373469388,-58.370557755102
"REGIMIENTO DE PATRICIOS AV. 654, CABA, Argentina",-34.577648,-58.4271891
"REGIMIENTO DE PATRICIOS AV. 549, CABA, Argentina",-34.577648,-58.4271891
"VIDAL 1681, CABA, Argentina",-34.5679749918367,-58.4569935346939
"SARMIENTO 741, CABA, Argentina",-34.6046411,-58.3770958
"SARMIENTO 725, CABA, Argentina",-34.6046392755102,-58.376990577551
"SARMIENTO 758, CABA, Argentina",-34.6047661,-58.3773854428571
"BARRAGAN 535, CABA, Argentina",-34.6335804693878,-58.5231207183673
"LAVALLE 3772, CABA, Argentina",-34.5997672714286,-58.4185899571429
"AVENIDA DEL LIBERTADOR 5824, CABA, Argentina",-34.5936297,-58.3739013
"AVENIDA DEL LIBERTADOR 5922, CABA, Argentina",-34.5936297,-58.3739013
"MIGUELETES 1747, CABA, Argentina",-34.5593705878049,-58.4436890146341
"LAVALLE 3677, CABA, Argentina",-34.5999541959184,-58.4174216489796
"PIEDRAS 335, CABA, Argentina",-34.6121022816327,-58.3776978816327
"ARGERICH 788, CABA, Argentina",-34.6238714122449,-58.4746762326531
"HELGUERA 639, CABA, Argentina",-34.6244705510204,-58.4754066734694
"HELGUERA 591, CABA, Argentina",-34.6250704693878,-58.4751343877551
"ARGERICH 820, CABA, Argentina",-34.6233823265306,-58.4748923
"VIDAL 2549, CABA, Argentina",-34.5600490612245,-58.4637846734694
"BLANCO ENCALADA 5080, CABA, Argentina",-34.575546344898,-58.4862382693878
"PERU 759, CABA, Argentina",-34.6167560081633,-58.3745482836735
"MORON 3325, CABA, Argentina",-34.6255254612245,-58.4779691
"BACACAY 3952, CABA, Argentina",-34.6317667469388,-58.4833419755102
"ARAOZ 1334, CABA, Argentina",-34.5931861632653,-58.4268837346939
"RIO DE JANEIRO 937, CABA, Argentina",-34.6045744272727,-58.4316619707071
"OLIDEN 1077, CABA, Argentina",-34.64928675,-58.5087284583333
"SARMIENTO 4584, CABA, Argentina",-34.6041594142857,-58.4300934142857
"YATAY 715, CABA, Argentina",-34.60381,-58.4286913571429
"ESTADO DE PALESTINA 644, CABA, Argentina",-34.6037096083333,-58.4258630416667
"RIVADAVIA AV. 6387, CABA, Argentina",-34.6204106,-58.4412692
"RIVADAVIA AV. 6254, CABA, Argentina",-34.6204106,-58.4412692
"BAHIA BLANCA 1137, CABA, Argentina",-34.6231734265306,-58.4864626653061
"ECHEANDIA 3050, CABA, Argentina",-34.645273,-58.461517
"FLORIDA 986, CABA, Argentina",-34.5952175,-58.3747819
"SAN MARTIN 1129, CABA, Argentina",-34.5945723,-58.3743699133333
"PARAGUAY 5427, CABA, Argentina",-34.5775457265306,-58.4332487530612
"TABARE 2943, CABA, Argentina",-34.6621862571429,-58.4381322
"THAMES 2215, CABA, Argentina",-34.5838078571429,-58.4249056428571
"ZEPITA 3220, CABA, Argentina",-34.6585096363636,-58.3921253636364
"RIO DE JANEIRO 663, CABA, Argentina",-34.60752775,-58.43042025
"BOLIVAR 916, CABA, Argentina",-34.6187094714286,-58.3729261285714
"MORENO 3085, CABA, Argentina",-34.6139228571429,-58.4095947428571
"NUEVA YORK 4772, CABA, Argentina",-34.6059444285714,-58.5208227142857
"CUENCA 1141, CABA, Argentina",-34.6199706755102,-58.4799239326531
"CUENCA 1143, CABA, Argentina",-34.6199541142857,-58.4799371142857
"CONSTITUCION 1488, CABA, Argentina",-34.624246,-58.3836324
"SALTA 1720, CABA, Argentina",-34.6281497061785,-58.382695636482
"SUPERI 2441, CABA, Argentina",-34.5646770816327,-58.4690908163265
"CONDE 3129, CABA, Argentina",-34.558011,-58.4734708571429
"GURRUCHAGA 1630, CABA, Argentina",-34.5890906916667,-58.42902095
"CRAMER AV. 1785, CABA, Argentina",-34.5650048,-58.4612294
"CABILDO AV. 1298, CABA, Argentina",-34.568048855102,-58.4489824326531
"RIVADAVIA AV. 3743, CABA, Argentina",-34.6204106,-58.4412692
"ALBARELLOS AV. 2809, CABA, Argentina",-34.577006,-58.5091056666667
"RIVADAVIA AV. 11097, CABA, Argentina",-34.6204106,-58.4412692
"MONTIEL 75, CABA, Argentina",-34.6399293142857,-58.5264707367347
"RIVADAVIA 1364, CABA, Argentina",-34.6087859183673,-58.3857495673469
"RIVADAVIA AV. 10864, CABA, Argentina",-34.6204106,-58.4412692
"PI Y MARGALL 1226, CABA, Argentina",-34.6309702040816,-58.3708280408163
"CIUDAD DE LA PAZ 2076, CABA, Argentina",-34.5629303979592,-58.4575048204082
"PIEDRAS 1960, CABA, Argentina",-34.6305206163265,-58.3722585326531
"HONDURAS 6055, CABA, Argentina",-34.5803824833333,-58.4410084166667
"CORRIENTES AV. 1876, CABA, Argentina",-34.6041224,-58.4053431
"AVENIDA DEL LIBERTADOR 6840, CABA, Argentina",-34.5936297,-58.3739013
"LAFUENTE 3151, CABA, Argentina",-34.6625236530612,-58.4392398979592
"SUAREZ 1301, CABA, Argentina",-34.6339717,-58.3555084
"LEIVA 4321, CABA, Argentina",-34.5930952911037,-58.4509134945484
"AVENIDA DEL LIBERTADOR 6965, CABA, Argentina",-34.5936297,-58.3739013
"BALBASTRO 3250, CABA, Argentina",-34.6501634373737,-58.4567845343434
"CRAMER 1674, CABA, Argentina",-34.5699803428571,-58.4572973510204
"DEFENSA 113, CABA, Argentina",-34.6172139,-58.3716652
"TUCUMAN 481, CABA, Argentina",-34.6008701,-58.3736506
"BAUNESS 2316, CABA, Argentina",-34.5755338857143,-58.4868479571429
"CHILE 1347, CABA, Argentina",-34.6165821428571,-58.3851021428571
"HUMBERTO 1° 2357, CABA, Argentina",-34.6203507,-58.3663452
"COSTA RICA 5749, CABA, Argentina",-34.5814068816327,-58.4361090142857
"CASTRO 2179, CABA, Argentina",-34.6380208163265,-58.4190411428571
"CALLAO AV. 1162, CABA, Argentina",-34.604451,-58.3927552
"ARENALES 1944, CABA, Argentina",-34.5947056571429,-58.3951411
"CASEROS AV. 4078, CABA, Argentina",-34.6354349,-58.3990398
"CASEROS AV. 3874, CABA, Argentina",-34.6354349,-58.3990398
"DEL CAMPO AV. 1500, CABA, Argentina",-34.5387293,-58.4653054
"CAMARONES 1465, CABA, Argentina",-34.6038618010101,-58.4630106434343
"CRAMER AV. 3226, CABA, Argentina",-34.5650048,-58.4612294
"LAS PROVINCIAS 3068, CABA, Argentina",-34.6181246938775,-58.4790573877551
"TUCUMAN 3738, CABA, Argentina",-34.5987941693878,-58.4181045081633
"CRAMER AV. 3216, CABA, Argentina",-34.5650048,-58.4612294
"JUNIN 1091, CABA, Argentina",-34.5958796632653,-58.3973518979592
"CARACAS 4057, CABA, Argentina",-34.5867703571429,-58.491015
"CARACAS 4778, CABA, Argentina",-34.5814414265306,-58.4959484469388
"PAYSANDU 1122, CABA, Argentina",-34.6111016122449,-58.4538585918367
"GAONA AV. 4105, CABA, Argentina",-34.6241762510204,-58.4819719653061
"GUEMES 3254, CABA, Argentina",-34.5906042673469,-58.4108893897959
"GUEMES 3215, CABA, Argentina",-34.5906213571429,-58.4106337571429
"SANTANDER 991, CABA, Argentina",-34.6351094285714,-58.4344188571429
"CABILDO AV. 2857, CABA, Argentina",-34.5558074714286,-58.4619457142857
"ENTRE RIOS AV. 662, CABA, Argentina",-34.6227394,-58.3914497
"BARCO CENTENERA del 1605, CABA, Argentina",-34.6373189916667,-58.4332136416667
"BARCO CENTENERA del 1257, CABA, Argentina",-34.6339538714286,-58.4362581142857
"EMPEDRADO 2418, CABA, Argentina",-34.6009827555556,-58.4818395777778
"GUEVARA 447, CABA, Argentina",-34.5865797306122,-58.450942377551
"RIVADAVIA AV. 3566, CABA, Argentina",-34.6204106,-58.4412692
"RIVADAVIA AV. 3421, CABA, Argentina",-34.6204106,-58.4412692
"CABILDO AV. 2971, CABA, Argentina",-34.5547394428571,-58.4630126
"GALLO 776, CABA, Argentina",-34.6006292244898,-58.412513755102
"ALVAREZ JONTE 2441, CABA, Argentina",-34.5992865,-58.4682236
"ALVAREZ JONTE AV. 2567, CABA, Argentina",-34.6090356,-58.4831897
"ALVAREZ JONTE AV. 2612, CABA, Argentina",-34.6090356,-58.4831897
"AZCUENAGA 1045, CABA, Argentina",-34.5960905408163,-58.3999331489796
"TACUARI 124, CABA, Argentina",-34.6097967387755,-58.3790963510204
"REPUBLICA BOLIVARIANA DE VENEZUELA 902, CABA, Argentina",-34.6141619,-58.37912
"TUCUMAN 3366, CABA, Argentina",-34.6001755102041,-58.4131965306122
"CORRIENTES AV. 3800, CABA, Argentina",-34.6041224,-58.4053431
"AVELLANEDA 925, CABA, Argentina",-34.6164075020408,-58.4436087673469
"URIARTE 1431, CABA, Argentina",-34.5885644653061,-58.4335957632653
"PASTEUR 91, CABA, Argentina",-34.6086482122449,-58.3991349959184
"PASTEUR 49, CABA, Argentina",-34.6090861265306,-58.3990961244898
"GUEVARA 405, CABA, Argentina",-34.5867874,-58.4503207
"DIRECTORIO AV. 2359, CABA, Argentina",-34.6331915693878,-58.4600526469388
"GASCON 544, CABA, Argentina",-34.6052872,-58.4245506142857
"GORRITI 5675, CABA, Argentina",-34.5842922,-58.4378894
"DE LOS CONSTITUYENTES AV. 4510, CABA, Argentina",-34.5865322,-58.4868782
"FITZ ROY 1722, CABA, Argentina",-34.58388,-58.4361557
"DIRECTORIO AV. 964, CABA, Argentina",-34.628678,-58.4397206
"COMBATE DE LOS POZOS 379, CABA, Argentina",-34.6136062,-58.3933333326531
"PASEO COLON AV. 1207, CABA, Argentina",-34.6146201,-58.3687987
"RIVADAVIA AV. 10977, CABA, Argentina",-34.6204106,-58.4412692
"VALLE 1099, CABA, Argentina",-34.6251689,-58.44318
"RIVADAVIA AV. 5472, CABA, Argentina",-34.6204106,-58.4412692
"ARENALES 1171, CABA, Argentina",-34.5943942428571,-58.3839131
"CONGRESO AV. 4781, CABA, Argentina",-34.6092859,-58.3925577
"CONGRESO AV. 5243, CABA, Argentina",-34.6092859,-58.3925577
"DIRECTORIO AV. 2702, CABA, Argentina",-34.634902,-58.464895
"INCLAN 4278, CABA, Argentina",-34.6336583265306,-58.4235015510204
"DIRECTORIO AV. 2830, CABA, Argentina",-34.6353783285714,-58.4665857
"PERU 1377, CABA, Argentina",-34.6085776,-58.3745001
"MELINCUE 4276, CABA, Argentina",-34.6131978,-58.5110192
"JUJUY AV. 1125, CABA, Argentina",-34.6238418,-58.4027603
"SOLER 5862, CABA, Argentina",-34.57890975,-58.43538015
"LOPE DE VEGA AV. 2400, CABA, Argentina",-34.6169112,-58.5210404504216
"GASCON 576, CABA, Argentina",-34.6048940571429,-58.4244970632653
"SARMIENTO 2491, CABA, Argentina",-34.6061918653061,-58.4018513306122
"BOGOTA 386, CABA, Argentina",-34.614582125,-58.4374154833333
"GAONA AV. 3752, CABA, Argentina",-34.6222215204082,-58.4772485306122
"RIVADAVIA AV. 11011, CABA, Argentina",-34.6204106,-58.4412692
"RIVADAVIA AV. 10995, CABA, Argentina",-34.638931796,-58.518620812
"RIVADAVIA AV. 10998, CABA, Argentina",-34.6204106,-58.4412692
"SANTIAGO DEL ESTERO 1368, CABA, Argentina",-34.6242833333333,-58.3842483333333
"ESTADOS UNIDOS 1710, CABA, Argentina",-34.6191154081633,-58.3905154081633
"ENTRE RIOS AV. 940, CABA, Argentina",-34.6227394,-58.3914497
"ENTRE RIOS AV. 1048, CABA, Argentina",-34.6227394,-58.3914497
"ENTRE RIOS AV. 1062, CABA, Argentina",-34.6227394,-58.3914497
"VARELA AV. 2251, CABA, Argentina",-34.6621052,-58.4340818
"COCHABAMBA 2258, CABA, Argentina",-34.6244597428571,-58.3968682571429
"MAIPU 934, CABA, Argentina",-34.5931548,-58.375564
"MOSCONI GENERAL AV. 2146, CABA, Argentina",-34.5811736408163,-58.4937418836735
"MOSCONI GENERAL AV. 2128, CABA, Argentina",-34.5811062877551,-58.493633644898
"CONDE 3609, CABA, Argentina",-34.5536045918367,-58.4769356938776
"CHILE 1941, CABA, Argentina",-34.6169153122449,-58.3937767061225
"PICHINCHA 501, CABA, Argentina",-34.6152279,-58.3992994
"RIVADAVIA AV. 2648, CABA, Argentina",-34.6204106,-58.4412692
"ACEVEDO 327, CABA, Argentina",-34.5987952693878,-58.4413445755102
"RIVADAVIA 1257, CABA, Argentina",-34.6085907136364,-58.38431175
"RIVADAVIA AV. 5062, CABA, Argentina",-34.6204106,-58.4412692
"VERA 436, CABA, Argentina",-34.5996446979592,-58.4372552
"GORRITI 4812, CABA, Argentina",-34.5905969632653,-58.4294551734694
"PASTEUR 192, CABA, Argentina",-34.6075231857143,-58.3993295285714
"CORRIENTES AV. 419, CABA, Argentina",-34.603091877551,-58.3728378489796
"AVENIDA DE LOS INCAS 5438, CABA, Argentina",-34.58870265,-58.483932775
"CUENCA 2410, CABA, Argentina",-34.6077434489796,-58.4901232653061
"YATAY 527, CABA, Argentina",-34.6056647142857,-58.4289405510204
"FORMOSA 188, CABA, Argentina",-34.6209914673469,-58.4307848183673
"TRES ARROYOS 2212, CABA, Argentina",-34.6131737755102,-58.4683289591837
"NAZCA AV. 2352, CABA, Argentina",-34.630944,-58.4704936
"NAZCA AV. 2398, CABA, Argentina",-34.630944,-58.4704936
"DIRECTORIO AV. 7205, CABA, Argentina",-34.6647902122449,-58.5088496081633
"GAVILAN 2043, CABA, Argentina",-34.6074144285714,-58.4722808571429
"CABILDO AV. 3007, CABA, Argentina",-34.5542709122449,-58.4634976020408
"OLIVERA AV. 1199, CABA, Argentina",-34.6574152,-58.4789011
"DE LOS CONSTITUYENTES AV. 5901, CABA, Argentina",-34.5865322,-58.4868782
"SARMIENTO 850, CABA, Argentina",-34.6048212142857,-58.3785817795918
"TALCAHUANO 52, CABA, Argentina",-34.6081363653061,-58.384964722449
"CONGRESO AV. 2461, CABA, Argentina",-34.6092859,-58.3925577
"AVENIDA ALVAREZ THOMAS 732, CABA, Argentina",-34.5801283179487,-58.4525112384615
"MONTEVIDEO 1537, CABA, Argentina",-34.5922181933333,-58.3886076111111
"RODRIGUEZ PEÑA 1580, CABA, Argentina",-34.5918625877551,-58.3902468632653
"MONTEVIDEO 1282, CABA, Argentina",-34.5945261387755,-58.3900853244898
"CIUDAD DE LA PAZ 485, CABA, Argentina",-34.5731981428571,-58.4431625714286
"BAUNESS 2112, CABA, Argentina",-34.5776442857143,-58.4850685918367
"JUNIN 1063, CABA, Argentina",-34.5962750346939,-58.3973928408163
"BOLIVAR 1678, CABA, Argentina",-34.6276239769231,-58.3722522384615
"BOLIVAR 1729, CABA, Argentina",-34.6285980411765,-58.3723509411765
"CASTAÑARES AV. 4590, CABA, Argentina",-34.6472776,-58.4492207
"AQUINO 4501, CABA, Argentina",-34.666422,-58.468149
"ARAUJO 3202, CABA, Argentina",-34.6666143,-58.4722629
"YERBAL 5246, CABA, Argentina",-34.6366670877551,-58.5002918510204
"SUIPACHA 980, CABA, Argentina",-34.5968395,-58.379982
"AVENIDA SANTA FE 909, CABA, Argentina",-34.5951947367347,-58.3801428489796
"LAFINUR 3011, CABA, Argentina",-34.5804094,-58.4142657
"CABELLO 3870, CABA, Argentina",-34.5799249204082,-58.4136841408163
"UGARTECHE 3073, CABA, Argentina",-34.5806393636364,-58.4119315252525
"ESTADO PLURINACIONAL DE BOLIVIA 540, CABA, Argentina",-34.6246151265306,-58.4678125795918
"CARACAS 2316, CABA, Argentina",-34.6239440714286,-58.4634808142857
"SAN BLAS 2468, CABA, Argentina",-34.6085781836735,-58.4757824897959
"SAN BLAS 2152, CABA, Argentina",-34.6067129591837,-58.4721675714286
"MORENO 648, CABA, Argentina",-34.6116515020408,-58.3754067367347
"TUCUMAN 535, CABA, Argentina",-34.6007439,-58.3745170726836
"CORDOBA AV. 3523, CABA, Argentina",-34.5991974,-58.4039401
"YERBAL 2244, CABA, Argentina",-34.6270467142857,-58.4610137428571
"MEMBRILLAR 51, CABA, Argentina",-34.6290561571429,-58.4609819061224
"BARCO CENTENERA del 150, CABA, Argentina",-34.6215338797619,-58.440878797619
"CORONDA 102, CABA, Argentina",-34.6228682,-58.4412165
"MEXICO 676, CABA, Argentina",-34.6150799857143,-58.3756338306122
"TINOGASTA 3194, CABA, Argentina",-34.6005644142857,-58.4956634816327
"CUENCA 3101, CABA, Argentina",-34.6011341,-58.4953385
"CUENCA 3193, CABA, Argentina",-34.6006986020408,-58.4956706387755
"SARMIENTO 2376, CABA, Argentina",-34.6062133163265,-58.4003190285714
"ELCANO AV. 3508, CABA, Argentina",-34.5770806306122,-58.4597598857143
"PACHECO 2128, CABA, Argentina",-34.5900416204082,-58.3961330204082
"CORRIENTES AV. 668, CABA, Argentina",-34.6035246755102,-58.3761849857143
"CIUDAD DE LA PAZ 865, CABA, Argentina",-34.5707483265306,-58.447173877551
"CATAMARCA 595, CABA, Argentina",-34.6173258734694,-58.4055733285714
"SAN MARTIN 353, CABA, Argentina",-34.6038504,-58.3736685
"ROSARIO 607, CABA, Argentina",-34.6197825836735,-58.4375894693878
"SAN JOSE DE CALASANZ 10, CABA, Argentina",-34.619597822449,-58.4388437714286
"SAN JOSE DE CALASANZ 71, CABA, Argentina",-34.6199897571429,-58.4388633857143
"RIVADAVIA AV. 5188, CABA, Argentina",-34.6204106,-58.4412692
"ANDALGALA 1972, CABA, Argentina",-34.6590830307692,-58.5105275435897
"CORDOBA AV. 6479, CABA, Argentina",-34.5991974,-58.4039401
"HUMBOLDT 540, CABA, Argentina",-34.5938546272727,-58.4466452787879
"TABARE 1071, CABA, Argentina",-34.6490015,-58.4214482285714
"MEXICO 1559, CABA, Argentina",-34.6155354816326,-58.3883501816327
"ENTRE RIOS AV. 1338, CABA, Argentina",-34.6227394,-58.3914497
"MOSCONI GENERAL AV. 2731, CABA, Argentina",-34.5850851836735,-58.5003594816326
"NAZCA 4582, CABA, Argentina",-34.5873291632653,-58.5012989795918
"BARCO CENTENERA del 1189, CABA, Argentina",-34.6329266408163,-58.4369494591837
"MEDINA 34, CABA, Argentina",-34.6369881457143,-58.4931426142857
"RIVADAVIA AV. 9248, CABA, Argentina",-34.6204106,-58.4412692
"RIVADAVIA AV. 9261, CABA, Argentina",-34.6204106,-58.4412692
"RIVADAVIA AV. 9371, CABA, Argentina",-34.6204106,-58.4412692
"GUAYAQUIL 460, CABA, Argentina",-34.6204105102041,-58.4348898244898
"AVELLANEDA 1116, CABA, Argentina",-34.617727675,-58.4470445125
"ROSARIO 594, CABA, Argentina",-34.6198268244898,-58.4370740122449
"ESMERALDA 768, CABA, Argentina",-34.595183668679,-58.3778231823256
"TALCAHUANO 862, CABA, Argentina",-34.5985940142857,-58.3855917571429
"FLORIDA 632, CABA, Argentina",-34.600669022449,-58.3753883489796
"MEDRANO AV. 510, CABA, Argentina",-34.6046785877551,-58.4212558204082
"CORRIENTES AV. 3876, CABA, Argentina",-34.6041224,-58.4053431
"RIGLOS 105, CABA, Argentina",-34.6200127346939,-58.4373976734694
"HUMBOLDT 2361, CABA, Argentina",-34.5797856714286,-58.4294316809524
"VIRGILIO 2648, CABA, Argentina",-34.6170004183673,-58.523683855102
"PARAGUAY 1303, CABA, Argentina",-34.598157277551,-58.385710655102
"FRAGATA PRESIDENTE SARMIENTO 800, CABA, Argentina",-34.614961,-58.452735
"GAONA AV. 1600, CABA, Argentina",-34.6100089,-58.4507874
"NEUQUEN 1702, CABA, Argentina",-34.6159332,-58.4574488
"AUSTRIA 2090, CABA, Argentina",-34.5881508163265,-58.4043692653061
"CORDOBA 6429, CABA, Argentina",-34.5822205714286,-58.4500836285714
"AVENIDA ALVAREZ THOMAS 1899, CABA, Argentina",-34.5787243,-58.4681317
"ACOYTE AV. 621, CABA, Argentina",-34.6115374909091,-58.4387936151515
"HUMBOLDT 340, CABA, Argentina",-34.5954342309747,-58.4487692235983
"LA PAMPA 2124, CABA, Argentina",-34.5633872285714,-58.4515970469388
"CABILDO AV. 4602, CABA, Argentina",-34.5422376,-58.4735057
