"direccion","lat","lon"
"TALCAHUANO 1253, CABA, Argentina",-34.5938448,-58.3858387
"TRIUNVIRATO AV. 2979, CABA, Argentina",-34.5845953836735,-58.4645017959184
"ACOYTE AV. 190, CABA, Argentina",-34.6160671862069,-58.4376547068966
"MONROE 1783, CABA, Argentina",-34.5547308591837,-58.4541350489796
"JUNCAL 3052, CABA, Argentina",-34.5870348571429,-58.4079591020408
"GAVILAN 44, CABA, Argentina",-34.6274325857143,-58.4602353857143
"TRIUNVIRATO AV. 3502, CABA, Argentina",-34.5787596,-58.4795473
"DIAZ VELEZ AV. 4802, CABA, Argentina",-34.6084065,-58.4168375
"MEDRANO 495, CABA, Argentina",-34.6050716183673,-58.421086277551
"MONTIEL 1189, CABA, Argentina",-34.6521999166667,-58.5247505833333
"MENDOZA 3644, CABA, Argentina",-34.5684768571429,-58.4696740857143
"CASTRO BARROS 50, CABA, Argentina",-34.6187766,-58.4196224
"SANCHEZ DE LORIA 203, CABA, Argentina",-34.6127924081633,-58.4133861530612
"VIAMONTE 351, CABA, Argentina",-34.5994976122449,-58.3720496244898
"COMBATE DE LOS POZOS 1170, CABA, Argentina",-34.6223969367347,-58.3929318530612
"PEDERNERA 137, CABA, Argentina",-34.6310229244898,-58.4635157040816
"MAIPU 30, CABA, Argentina",-34.6077559,-58.3765411
"CABILDO AV. 3605, CABA, Argentina",-34.549545722449,-58.4674616673469
"GUEMES 3937, CABA, Argentina",-34.5864365571429,-58.4167951653061
"SUIPACHA 555, CABA, Argentina",-34.6018318714286,-58.3795247734694
"SEGUROLA AV. 1468, CABA, Argentina",-34.6225870367347,-58.4968083081633
"JURAMENTO AV. 1709, CABA, Argentina",-34.5581843,-58.4504209
"LOPE DE VEGA AV. 1852, CABA, Argentina",-34.6169112,-58.5210404504216
"EL SALVADOR 5853, CABA, Argentina",-34.5812137591837,-58.4378852020408
"MADERO 770, CABA, Argentina",-34.6295006,-58.5268978979592
"MIGUELETES 986, CABA, Argentina",-34.5654081428571,-58.4361184142857
"SANTO TOME 4901, CABA, Argentina",-34.6177989,-58.5100114
"COSTA RICA 4752, CABA, Argentina",-34.5877534612245,-58.4277421163265
"RIVADAVIA AV. 9584, CABA, Argentina",-34.6204106,-58.4412692
"CALLAO AV. 298, CABA, Argentina",-34.6057990346939,-58.3923451326531
"AGUILAR 2845, CABA, Argentina",-34.5727074469388,-58.4506573081633
"CAZADORES 1971, CABA, Argentina",-34.5552907857143,-58.4421561428571
"TINOGASTA 2405, CABA, Argentina",-34.5946301857143,-58.4859513346939
"WARNES AV. 1585, CABA, Argentina",-34.604589,-58.4373456
"DEAN FUNES 2112, CABA, Argentina",-34.6357448387755,-58.4039065918367
"PATRON 6423, CABA, Argentina",-34.6478375408163,-58.5153215591837
"HIDALGO 704, CABA, Argentina",-34.6112584530612,-58.4409317020408
"ARCOS 1190, CABA, Argentina",-34.5680249061225,-58.4460811428571
"AVENIDA LA PLATA 31, CABA, Argentina",-34.6156289969697,-58.4292698545455
"MONROE 2341, CABA, Argentina",-34.5578913326531,-58.4593772142857
"JURAMENTO 1667, CABA, Argentina",-34.5577608183673,-58.4497249816327
"POSADAS 1229, CABA, Argentina",-34.5892955428571,-58.3839043285714
"CORRIENTES AV. 1145, CABA, Argentina",-34.6041224,-58.4053431
"AVENIDA SANTA FE 3401, CABA, Argentina",-34.5868467,-58.4131478
"JUNCAL 3302, CABA, Argentina",-34.5851995,-58.4111132
"BRUIX AV. 4892, CABA, Argentina",-34.6451133122449,-58.4947024693878
"TRIUNVIRATO AV. 4282, CABA, Argentina",-34.5858063,-58.4545343
"GUEMES 3600, CABA, Argentina",-34.5888778,-58.4135365
"GORRITI 4399, CABA, Argentina",-34.593531,-58.424983
"LA RIOJA 1849, CABA, Argentina",-34.632495,-58.406262
"CORRIENTES AV. 224, CABA, Argentina",-34.6041224,-58.4053431
"SARMIENTO 402, CABA, Argentina",-34.60463165,-58.3725261014471
"THAMES 110, CABA, Argentina",-34.5986209795918,-58.4475714081633
"REMEDIOS 3439, CABA, Argentina",-34.6394881836735,-58.4730351346939
"GUATEMALA 5747, CABA, Argentina",-34.5790577979592,-58.4333569428571
"JUNCAL 1286, CABA, Argentina",-34.5929047269231,-58.3855750961538
"HUMBERTO 1° 1457, CABA, Argentina",-34.6206159,-58.3684372
"JURAMENTO 1615, CABA, Argentina",-34.557438,-58.4492008
"CALLAO AV. 1714, CABA, Argentina",-34.604451,-58.3927552
"GALLARDO 402, CABA, Argentina",-34.6341906,-58.5243929
"ALVEAR 1680, CABA, Argentina",-34.5973039,-58.3911107
"AYACUCHO 1365, CABA, Argentina",-34.5929792102041,-58.3951509408163
"JURAMENTO 1302, CABA, Argentina",-34.555519,-58.4455972
"WARNES AV. 915, CABA, Argentina",-34.5964487,-58.4645057
"JUNIN 153, CABA, Argentina",-34.6076964081633,-58.3963546081633
"MENDOZA 2096, CABA, Argentina",-34.5593881705882,-58.4545352235294
"ARREGUI AV. 6398, CABA, Argentina",-34.6285104734694,-58.5239679714286
"CORRIENTES AV. 3012, CABA, Argentina",-34.6041224,-58.4053431
"PAREJA 2347, CABA, Argentina",-34.58600935,-58.4925374541667
"ESMERALDA 438, CABA, Argentina",-34.603047075,-58.3781716875
"GAONA AV. 4002, CABA, Argentina",-34.6239565,-58.4808446
"FLORIDA 362, CABA, Argentina",-34.6038866959184,-58.3752605306122
"GURRUCHAGA 742, CABA, Argentina",-34.5953241632653,-58.4388118102041
"PRIMERA JUNTA 1600, CABA, Argentina",-34.634043,-58.447468
"AVELLANEDA 209, CABA, Argentina",-34.6121746666667,-58.4334665
"JUJUY AV. 2180, CABA, Argentina",-34.6238418,-58.4027603
"MAIPU 723, CABA, Argentina",-34.5996847326531,-58.3767573897959
"GAONA AV. 4117, CABA, Argentina",-34.6242163040816,-58.4820651612245
"MEDRANO AV. 41, CABA, Argentina",-34.6107590142857,-58.4210289959184
"SOLER 5901, CABA, Argentina",-34.5783368,-58.4356829
"ESCALADA 809, CABA, Argentina",-34.6451401571429,-58.4950581571429
"RIVADAVIA AV. 3256, CABA, Argentina",-34.6204106,-58.4412692
"MIGUELETES 2039, CABA, Argentina",-34.5565579306123,-58.4461205714286
"HABANA 3563, CABA, Argentina",-34.5945905918367,-58.5083390204082
"HABANA 2771, CABA, Argentina",-34.5882764285714,-58.4980793857143
"ECHEVERRIA 3202, CABA, Argentina",-34.5677088,-58.4636063
"GUALEGUAYCHU 1293, CABA, Argentina",-34.6233017,-58.4918021375
"SUIPACHA 931, CABA, Argentina",-34.5973561755102,-58.3797890122449
"11 DE SEPTIEMBRE DE 1888 3634, CABA, Argentina",-34.5452981469388,-58.4617558938776
"BELGRANO AV. 3027, CABA, Argentina",-34.6150188040816,-58.4087907959184
"CALLAO AV. 1793, CABA, Argentina",-34.604451,-58.3927552
"EL SALVADOR 5912, CABA, Argentina",-34.5807800204082,-58.4386705510204
"AVENIDA DEL LIBERTADOR 7983, CABA, Argentina",-34.5936297,-58.3739013
"BASUALDO 399, CABA, Argentina",-34.6420232,-58.5023532
"CONGRESO 2394, CABA, Argentina",-34.5554105510204,-58.4622062387755
"URIBURU 1018, CABA, Argentina",-34.5967519814411,-58.3988900912448
"REPUBLICA BOLIVARIANA DE VENEZUELA 2035, CABA, Argentina",-34.6150949918367,-58.3951825204082
"AMENABAR 2215, CABA, Argentina",-34.5619782,-58.4594721428571
"PARANA 505, CABA, Argentina",-34.5926363,-58.3888729
"SAN MARTIN 523, CABA, Argentina",-34.6018639653061,-58.3738620530612
"ALVEAR 1796, CABA, Argentina",-34.5885197591837,-58.3880153938776
"CABILDO AV. 2896, CABA, Argentina",-34.5557391,-58.4626323
"ALAGON 50, CABA, Argentina",-34.6404436326531,-58.4220409591837
"O'BRIEN 1214, CABA, Argentina",-34.6291345632653,-58.3830683346939
"SAN BLAS 4225, CABA, Argentina",-34.6208282122449,-58.4955851510204
"ARENALES 3359, CABA, Argentina",-34.5875767666667,-58.4103111333333
"ARCE 253, CABA, Argentina",-34.5714275204082,-58.4298953326531
"LAFUENTE AV. 1919, CABA, Argentina",-34.65923345,-58.4423970238581
"ALVAREZ JONTE AV. 5414, CABA, Argentina",-34.6090356,-58.4831897
"CARACAS 2150, CABA, Argentina",-34.6070271632653,-58.4744451632653
"JUJUY AV. 1215, CABA, Argentina",-34.6238418,-58.4027603
"PLANES 980, CABA, Argentina",-34.6113411083333,-58.4470194083333
"GODOY CRUZ 2657, CABA, Argentina",-34.5889109,-58.4361585
"VIEYTES 1655, CABA, Argentina",-34.652875877551,-58.3757802857143
"FRAGATA PRESIDENTE SARMIENTO 2239, CABA, Argentina",-34.6000089387755,-58.4586122857143
"RIVADAVIA AV. 8417, CABA, Argentina",-34.6204106,-58.4412692
"CABILDO AV. 2980, CABA, Argentina",-34.55485457788,-58.4634926987079
"BAEZ 400, CABA, Argentina",-34.5715723,-58.4321536
"RIVADAVIA 913, CABA, Argentina",-34.6082630530612,-58.379460855102
"BOLIVAR 813, CABA, Argentina",-34.6174735714286,-58.3731227653061
"CASTAÑARES AV. 2076, CABA, Argentina",-34.652263,-58.4550328
"BRANDSEN 758, CABA, Argentina",-34.6365888571429,-58.3641531428571
"BERMUDEZ 1679, CABA, Argentina",-34.6224237591837,-58.5054787040816
"CHILE 1761, CABA, Argentina",-34.6167637653061,-58.3911197183673
"THAMES 1629, CABA, Argentina",-34.58790965,-58.4307565583333
"O'BRIEN 1219, CABA, Argentina",-34.6290152204082,-58.3831943530612
"BOLIVAR 680, CABA, Argentina",-34.6081095,-58.3733107
"RIO DE JANEIRO 9, CABA, Argentina",-34.6151779061224,-58.4299702183674
"CIUDAD DE LA PAZ 444, CABA, Argentina",-34.5736015714286,-58.4429672857143
"ALVAREZ JONTE AV. 5199, CABA, Argentina",-34.6090356,-58.4831897
"BUCARELLI 2345, CABA, Argentina",-34.5758290408163,-58.4878663265306
"GALVAN 3230, CABA, Argentina",-34.5656108,-58.4887963
"IRIGOYEN 843, CABA, Argentina",-34.6321456285714,-58.5114342
"HUMBERTO 1° 1756, CABA, Argentina",-34.6203507,-58.3663452
"LARREA 1336, CABA, Argentina",-34.5914624,-58.3998073
"11 DE SEPTIEMBRE DE 1888 3502, CABA, Argentina",-34.5463165,-58.4610227
"JURAMENTO 1470, CABA, Argentina",-34.5624355,-58.4563786
"AYACUCHO 1425, CABA, Argentina",-34.5925284489796,-58.3945231020408
"CIUDAD DE LA PAZ 267, CABA, Argentina",-34.5746440612245,-58.4408953469388
"MILLER 3568, CABA, Argentina",-34.5609048244898,-58.4897511612245
"ECHEVERRIA 4977, CABA, Argentina",-34.5780984918367,-58.4798557816327
"AVENIDA ALVAREZ THOMAS 764, CABA, Argentina",-34.5799786153846,-58.4529593615385
"LOPE DE VEGA AV. 1484, CABA, Argentina",-34.6169112,-58.5210404504216
"ENTRE RIOS AV. 2153, CABA, Argentina",-34.6227394,-58.3914497
"SAN PEDRITO 1370, CABA, Argentina",-34.6453485918367,-58.4578400816327
"REPUBLICA BOLIVARIANA DE VENEZUELA 3648, CABA, Argentina",-34.6134386,-58.3675076
"AVELLANEDA AV. 3915, CABA, Argentina",-34.6294417714286,-58.4840046571429
"RODRIGUEZ PEÑA 33, CABA, Argentina",-34.6086688326531,-58.3905541938775
"JUJUY AV. 137, CABA, Argentina",-34.611732355102,-58.4058825653061
"MEDRANO 1239, CABA, Argentina",-34.5949905724138,-58.4195570827586
"AVENIDA DEL LIBERTADOR 5690, CABA, Argentina",-34.5597719333333,-58.4452795
"MIRALLA 1282, CABA, Argentina",-34.650630875,-58.4976559125
"BILLINGHURST 784, CABA, Argentina",-34.600969044898,-58.4152713877551
"ELCANO AV. 4090, CABA, Argentina",-34.583852877551,-58.4604004204082
"ACOYTE 1379, CABA, Argentina",-34.6037137183673,-58.4423825244898
"NICARAGUA 4462, CABA, Argentina",-34.5893510122449,-58.4238876673469
"SEGUROLA AV. 1701, CABA, Argentina",-34.61964045,-58.4991560636212
"LYNCH 3473, CABA, Argentina",-34.6515603612245,-58.4086753591837
"VERNET AV. 387, CABA, Argentina",-34.63317685,-58.431174075
"AVENIDA DEL LIBERTADOR 6343, CABA, Argentina",-34.5876926,-58.3838265
"JURAMENTO 2315, CABA, Argentina",-34.5624355,-58.4563786
"PALMAR 7287, CABA, Argentina",-34.6437797346939,-58.528559222449
"MONTEVIDEO 1606, CABA, Argentina",-34.591483344898,-58.3879147183673
"SARANDI 328, CABA, Argentina",-34.6131664326531,-58.3946143673469
"RIO CUARTO 2560, CABA, Argentina",-34.651448,-58.3815544285714
"GASCON 285, CABA, Argentina",-34.6089412857143,-58.4244907142857
"HEREDIA 916, CABA, Argentina",-34.582627,-58.4634818571429
"RIVADAVIA AV. 3302, CABA, Argentina",-34.6204106,-58.4412692
"SUIPACHA 751, CABA, Argentina",-34.5996019,-58.3796365
"CASTAÑARES AV. 2589, CABA, Argentina",-34.6546865,-58.4578762
"CONGRESO AV. 2742, CABA, Argentina",-34.6092859,-58.3925577
"PIEDRAS 181, CABA, Argentina",-34.6102801979592,-58.3777562693878
"FRAGATA PRESIDENTE SARMIENTO 2092, CABA, Argentina",-34.601627822449,-58.4593406795918
"LAS HERAS GENERAL AV. 2305, CABA, Argentina",-34.5875522,-58.3972196
"ENTRE RIOS AV. 1098, CABA, Argentina",-34.6227394,-58.3914497
"WARNES AV. 899, CABA, Argentina",-34.5964487,-58.4645057
"GUEMES 3248, CABA, Argentina",-34.5906236326531,-58.4108602102041
"RONDEAU 3469, CABA, Argentina",-34.6369763877551,-58.4129604183673
"ESTADOS UNIDOS 1443, CABA, Argentina",-34.6186538571429,-58.3865638571429
"BATALLA DEL PARI 778, CABA, Argentina",-34.6015492040816,-58.4550665102041
"FRAY CAYETANO RODRIGUEZ 51, CABA, Argentina",-34.6282428653061,-58.4628416836735
"COSTA RICA 6038, CABA, Argentina",-34.5790226,-58.4393884
"JUNCAL 1394, CABA, Argentina",-34.5926985510204,-58.3759394653061
"CONGRESO AV. 2802, CABA, Argentina",-34.6092859,-58.3925577
"SARMIENTO 1200, CABA, Argentina",-34.6051663,-58.3835723
"MENDEZ DE ANDES 563, CABA, Argentina",-34.6132217755102,-58.4423484285714
"SAN PEDRITO AV. 544, CABA, Argentina",-34.630944,-58.4704936
"BOYACA 1013, CABA, Argentina",-34.6162089061224,-58.463924044898
"LIBERTAD 274, CABA, Argentina",-34.6054704204082,-58.3836730081633
"LAVALLE 3499, CABA, Argentina",-34.6007315,-58.41502
"ANDONAEGUI 1136, CABA, Argentina",-34.5890394693878,-58.4781504897959
"LA RIOJA 186, CABA, Argentina",-34.6123723857143,-58.4086248857143
"IBERA 2501, CABA, Argentina",-34.5541123,-58.4657964
"NOGOYA 6047, CABA, Argentina",-34.625066,-58.5261519
"AMENABAR 1591, CABA, Argentina",-34.567641877551,-58.4544852244898
"ZELAYA 3122, CABA, Argentina",-34.6017446,-58.409921598318
"SAN PEDRITO 544, CABA, Argentina",-34.6448538,-58.4585573
"BLANCO ENCALADA 4739, CABA, Argentina",-34.573453969697,-58.4829906363636
"JURAMENTO 1238, CABA, Argentina",-34.5550525591837,-58.444804
"RIGLOS 299, CABA, Argentina",-34.6218697,-58.4367877
"CRAMER AV. 3010, CABA, Argentina",-34.5650048,-58.4612294
"COCHABAMBA 1348, CABA, Argentina",-34.6236354469388,-58.3850864346939
"CAÑADA DE GOMEZ 4830, CABA, Argentina",-34.6855396571429,-58.4744748
"IBARROLA 7061, CABA, Argentina",-34.6415062852941,-58.5257086647059
"SAN PEDRITO AV. 166, CABA, Argentina",-34.630944,-58.4704936
"GUIDO 1890, CABA, Argentina",-34.5893221,-58.3909363
"MOSCONI GENERAL AV. 2823, CABA, Argentina",-34.585669544898,-58.5014306387755
"CARACAS 5495, CABA, Argentina",-34.575727155102,-58.5010137571429
"ESTADO DE PALESTINA 1038, CABA, Argentina",-34.5986735897959,-58.4251671387755
"AVENIDA DEL LIBERTADOR 2410, CABA, Argentina",-34.5800386,-58.4058327
"DARWIN 1669, CABA, Argentina",-34.54878835,-58.470491268634
"TACUARI 1118, CABA, Argentina",-34.6211137612245,-58.3785873326531
"MOLIERE 1511, CABA, Argentina",-34.6257801625,-58.513674675
"WARNES AV. 1199, CABA, Argentina",-34.604589,-58.4373456
"LEOPARDI 32, CABA, Argentina",-34.6377005326531,-58.4978696367347
"CALLAO AV. 1489, CABA, Argentina",-34.604451,-58.3927552
"QUIRNO 646, CABA, Argentina",-34.6389590204082,-58.4675686734694
"NAZCA AV. 506, CABA, Argentina",-34.630944,-58.4704936
"CALLAO AV. 1765, CABA, Argentina",-34.604451,-58.3927552
"YERBAL 2854, CABA, Argentina",-34.6293258755102,-58.4695053346939
"URUGUAY 39, CABA, Argentina",-34.608338477551,-58.3862410122449
"AVENIDA DEL LIBERTADOR 750, CABA, Argentina",-34.5886159,-58.3837253465468
"ACHAVAL 248, CABA, Argentina",-34.6271600816327,-58.4495670408163
"CERRITO 28, CABA, Argentina",-34.6081861693878,-58.382107422449
"SALTA 477, CABA, Argentina",-34.614077822449,-58.3832215836735
"DONADO 1971, CABA, Argentina",-34.573929,-58.4737477
"SALTA 1791, CABA, Argentina",-34.6288718142857,-58.3828794836735
"HUMBOLDT 1576, CABA, Argentina",-34.5858083938775,-58.4366046938775
"SANABRIA 2362, CABA, Argentina",-34.6146486833333,-58.5033756208333
"TANDIL 2531, CABA, Argentina",-34.6349491428571,-58.4622626530612
"CALLAO AV. 1702, CABA, Argentina",-34.604451,-58.3927552
"BAHIA BLANCA 2199, CABA, Argentina",-34.614003,-58.4976265
"BARZANA 2058, CABA, Argentina",-34.5799814428571,-58.4873182
"ECHEVERRIA 2483, CABA, Argentina",-34.5633727489796,-58.4567189510204
"SANABRIA 2258, CABA, Argentina",-34.6157558142857,-58.5025301285714
"AVENIDA LA PLATA 650, CABA, Argentina",-34.6228253897959,-58.4274914653061
"ECHEVERRIA 1031, CABA, Argentina",-34.5544737122449,-58.4417951469388
"SERRANO 1458, CABA, Argentina",-34.5895989857143,-58.4317349285714
"LACARRA 26, CABA, Argentina",-34.6354889304348,-58.4871586434783
"CONDARCO 1484, CABA, Argentina",-34.615339609966,-58.4747858321086
"CIUDAD DE LA PAZ 1895, CABA, Argentina",-34.5645520632653,-58.4558821428571
"ESTADOS UNIDOS 3619, CABA, Argentina",-34.6223947346939,-58.4167838163265
"ECHEVERRIA 1293, CABA, Argentina",-34.5561642,-58.4446262061225
"SERRANO 64, CABA, Argentina",-34.5999146122449,-58.4471433673469
"VUELTA DE OBLIGADO 1932, CABA, Argentina",-34.5630637326531,-58.4544116632653
"ANDONAEGUI 2233, CABA, Argentina",-34.5776120836735,-58.4886066408163
"CACHI 152, CABA, Argentina",-34.6450868153846,-58.4128566076923
"ESTADO DE PALESTINA 745, CABA, Argentina",-34.6021216673469,-58.4254670204082
"HUSARES 1984, CABA, Argentina",-34.5545886061225,-58.441245944898
"LOPE DE VEGA AV. 1346, CABA, Argentina",-34.6169112,-58.5210404504216
"TABARE 1427, CABA, Argentina",-34.6513521102041,-58.4243463857143
"LACARRA 272, CABA, Argentina",-34.6375444330935,-58.4845531589928
"MONTES DE OCA AV. 400, CABA, Argentina",-34.6391945,-58.3743331
"MOLIERE 830, CABA, Argentina",-34.6312524285714,-58.5065677857143
"CABILDO AV. 2050, CABA, Argentina",-34.5557469,-58.4633444
"BOLIVAR 568, CABA, Argentina",-34.6087104755102,-58.374423477551
"JUNCAL 2623, CABA, Argentina",-34.590102244898,-58.4034926734694
"ARCOS 3401, CABA, Argentina",-34.5489462,-58.4640203
"VELEZ SARSFIELD AV. 1351, CABA, Argentina",-34.63310625,-58.5199326762821
"DRAGONES 2000, CABA, Argentina",-34.5538071,-58.4402435
"RIVADAVIA AV. 8876, CABA, Argentina",-34.6204106,-58.4412692
"OLIVERA AV. 294, CABA, Argentina",-34.6388910204082,-58.4864226836735
"15 DE NOVIEMBRE DE 1889 1764, CABA, Argentina",-34.6316392857143,-58.3899965510204
"SANABRIA 3362, CABA, Argentina",-34.6059450612245,-58.510974877551
"CONGRESO AV. 5080, CABA, Argentina",-34.6092859,-58.3925577
"CASEROS AV. 3203, CABA, Argentina",-34.6354349,-58.3990398
"GASCON 1334, CABA, Argentina",-34.594719122449,-58.423064655102
"ESTADOS UNIDOS 1278, CABA, Argentina",-34.6186536979592,-58.3838908612245
"BRUIX AV. 4825, CABA, Argentina",-34.6451607367347,-58.4935906979592
"IBERA 2701, CABA, Argentina",-34.554901,-58.4672921
"BOLAÑOS 182, CABA, Argentina",-34.6368239060606,-58.4839260979798
"AVENIDA DE MAYO 1357, CABA, Argentina",-34.6091916,-58.3854706
"ORTEGA Y GASSET 1876, CABA, Argentina",-34.5706699591837,-58.4328244408163
"RIVADAVIA AV. 8836, CABA, Argentina",-34.6204106,-58.4412692
"ENTRE RIOS AV. 1686, CABA, Argentina",-34.6227394,-58.3914497
"BRASIL 401, CABA, Argentina",-34.6252776,-58.3712379
"VERNET AV. 62, CABA, Argentina",-34.6326430408163,-58.4263071632653
"AVENIDA DEL LIBERTADOR 6802, CABA, Argentina",-34.5495338,-58.4543273
"LA PAMPA 2302, CABA, Argentina",-34.5644036,-58.4532894
"CABILDO AV. 1895, CABA, Argentina",-34.5639313061224,-58.4548174428571
"CORRIENTES AV. 4308, CABA, Argentina",-34.6041224,-58.4053431
"CAMPANA 552, CABA, Argentina",-34.6260013306122,-58.4774656918367
"FRAGATA PRESIDENTE SARMIENTO 2009, CABA, Argentina",-34.6025139591837,-58.4593910204082
"ECHEVERRIA 1310, CABA, Argentina",-34.5565043408163,-58.444834855102
"NICARAGUA 4610, CABA, Argentina",-34.5880303693878,-58.425537922449
"DRAGONES 1880, CABA, Argentina",-34.5549038918367,-58.4392865897959
"Cuenca 2397, CABA, Argentina",-34.6079107625,-58.4896520083333
"BRASIL 1655, CABA, Argentina",-34.6288603387755,-58.388751144898
"JURAMENTO 2360, CABA, Argentina",-34.5624355,-58.4563786
"HUMBOLDT 1890, CABA, Argentina",-34.5834758214644,-58.4339481637079
"BOYACA 92, CABA, Argentina",-34.6258145326531,-58.4574213244898
"ALVAREZ JONTE AV. 5390, CABA, Argentina",-34.6090356,-58.4831897
"CORRIENTES AV. 4301, CABA, Argentina",-34.6041224,-58.4053431
"CORRALES 1610, CABA, Argentina",-34.6515437816327,-58.426036877551
"MONTES DE OCA AV. 256, CABA, Argentina",-34.6391945,-58.3743331
"CONGRESO AV. 2699, CABA, Argentina",-34.6092859,-58.3925577
"BILLINGHURST 1198, CABA, Argentina",-34.5956798,-58.4139518
"NEUQUEN 1600, CABA, Argentina",-34.6158413,-58.4559685
"MENDEZ DE ANDES 961, CABA, Argentina",-34.615638,-58.4486838714286
"SANCHEZ DE BUSTAMANTE 587, CABA, Argentina",-34.6031749387755,-58.4142764122449
"LA PAMPA 843, CABA, Argentina",-34.5551176428571,-58.4380165571429
"CORDOBA AV. 448, CABA, Argentina",-34.5987246530612,-58.3734668040816
"SERRANO 462, CABA, Argentina",-34.5966317142857,-58.443144244898
"ESTOMBA 523, CABA, Argentina",-34.5859019020408,-58.4659753
"CARRASCO AV. 77, CABA, Argentina",-34.6346608571429,-58.4881848020408
"CORDOBA AV. 3399, CABA, Argentina",-34.5991974,-58.4039401
"PIEDRAS 899, CABA, Argentina",-34.6184931,-58.3773975
"BARADERO 29, CABA, Argentina",-34.6333575714286,-58.4776992285714
"SERRANO 1106, CABA, Argentina",-34.5920113673469,-58.4355044693878
"OTAMENDI 59, CABA, Argentina",-34.6154164816326,-58.4318262367347
"OLIVERA AV. 149, CABA, Argentina",-34.6372108326531,-58.4872179591837
"LACARRA AV. 337, CABA, Argentina",-34.6541449,-58.4636578
"REPUBLICA BOLIVARIANA DE VENEZUELA 4163, CABA, Argentina",-34.6134386,-58.3675076
"MAIPU 719, CABA, Argentina",-34.599721944898,-58.3767549734694
"MEDRANO 1046, CABA, Argentina",-34.5971597081633,-58.420162322449
"LARRAZABAL AV. 1189, CABA, Argentina",-34.6806011,-58.4653236
"FLORIDA 299, CABA, Argentina",-34.6046235,-58.3751095
"SAN MARTIN 908, CABA, Argentina",-34.5973687,-58.3743378
"TREINTA Y TRES ORIENTALES 78, CABA, Argentina",-34.6143668708333,-58.4246056666667
"CORDOBA AV. 5101, CABA, Argentina",-34.5991974,-58.4039401
"CONDARCO 1652, CABA, Argentina",-34.6136379183673,-58.4761782244898
"CHACABUCO 372, CABA, Argentina",-34.6123675857143,-58.3760552285714
"SALTA 129, CABA, Argentina",-34.6101199285714,-58.3834634142857
"PAYSANDU 942, CABA, Argentina",-34.6129293469388,-58.4526514693878
"MATANZA 2797, CABA, Argentina",-34.6529901428571,-58.4317900204082
"AUSTRIA 1995, CABA, Argentina",-34.589138877551,-58.4052893673469
"ACASSUSO 5124, CABA, Argentina",-34.6390641653061,-58.5031497591837
"BAUNESS 2555, CABA, Argentina",-34.5737642102041,-58.4885544081633
"TRIUNVIRATO AV. 3051, CABA, Argentina",-34.5787596,-58.4795473
"CARRASCO AV. 47, CABA, Argentina",-34.6348215714286,-58.487984077551
"O'HIGGINS 3130, CABA, Argentina",-34.5505426142857,-58.4614085428571
"AYACUCHO 760, CABA, Argentina",-34.6002636938776,-58.3958063571429
"DE LOS CONSTITUYENTES AV. 4101, CABA, Argentina",-34.5865322,-58.4868782
"CRAMER AV. 824, CABA, Argentina",-34.5685965,-58.4579357
"CORDOBA AV. 5021, CABA, Argentina",-34.5991974,-58.4039401
"RIVERA INDARTE AV. 1474, CABA, Argentina",-34.6300861,-58.4622302
"CORRIENTES AV. 5396, CABA, Argentina",-34.6041224,-58.4053431
"SANTIAGO DEL ESTERO 1301, CABA, Argentina",-34.623645,-58.384527
"OLAVARRIA 1935, CABA, Argentina",-34.6415982693877,-58.3773883204082
"COMBATE DE LOS POZOS 1012, CABA, Argentina",-34.6206763237288,-58.3930901169492
"VIAMONTE 359, CABA, Argentina",-34.5995021102041,-58.3721378204082
"TALCAHUANO 1055, CABA, Argentina",-34.5963601,-58.3855981
"HONDURAS AV. 3953, CABA, Argentina",-34.5851501,-58.4345243
"RIVADAVIA AV. 5420, CABA, Argentina",-34.6204106,-58.4412692
"CAMARONES 1645, CABA, Argentina",-34.6045982040816,-58.4648324081633
"PRINGLES 1251, CABA, Argentina",-34.5972164428571,-58.4262912979592
"CORRIENTES AV. 3350, CABA, Argentina",-34.6041224,-58.4053431
"HUMBOLDT 1416, CABA, Argentina",-34.5871371714286,-58.4381441285714
"CESPEDES 3069, CABA, Argentina",-34.5748330204082,-58.4525307142857
"MORON 3473, CABA, Argentina",-34.6259091061224,-58.4794379122449
"RIVADAVIA AV. 11608, CABA, Argentina",-34.6204106,-58.4412692
"JARAMILLO 2274, CABA, Argentina",-34.5474462306122,-58.4673432102041
"NAZARRE 3150, CABA, Argentina",-34.6085618,-58.5052666
"DIRECTORIO AV. 5640, CABA, Argentina",-34.6551315387755,-58.4959708489796
"SOLER 5983, CABA, Argentina",-34.5777971061224,-58.4363582285714
"GODOY CRUZ 1781, CABA, Argentina",-34.5870923,-58.4330078
"SANCHEZ DE BUSTAMANTE 731, CABA, Argentina",-34.6018014979592,-58.4140458897959
"MERCEDES 1571, CABA, Argentina",-34.6201618142857,-58.4939612
"DELGADO 841, CABA, Argentina",-34.5784828163265,-58.4531707142857
"CASTAÑARES AV. 1360, CABA, Argentina",-34.652263,-58.4550328
"CAMARONES 4021, CABA, Argentina",-34.6201666632653,-58.4926740061224
"CABILDO AV. 3166, CABA, Argentina",-34.5530554020408,-58.4651604632653
"BILLINGHURST 1873, CABA, Argentina",-34.5890547306122,-58.4089556142857
"MORON 4797, CABA, Argentina",-34.6314378294118,-58.4964700441176
